Precipitation,Month,Week,Year,City,Code,State,AverageTemp,MaxTemp,MinTemp,WindDirection,WindSpeed
0.0,1,3,2016,Birmingham,BHM,Alabama,39,46,32,33,4.33
0.0,1,3,2016,Huntsville,HSV,Alabama,39,47,31,32,3.86
0.16,1,3,2016,Mobile,MOB,Alabama,46,51,41,35,9.73
0.0,1,3,2016,Montgomery,MGM,Alabama,45,52,38,32,6.86
0.01,1,3,2016,Anchorage,ANC,Alaska,34,38,29,19,7.8
0.09,1,3,2016,Annette,ANN,Alaska,38,44,31,9,8.7
0.15,1,3,2016,Bettles,BTT,Alaska,22,32,9,2,3.1
0.6,1,3,2016,Cold Bay,CDB,Alaska,34,36,31,20,9.1
2.15,1,3,2016,Cordova,CDV,Alaska,38,43,33,9,9.76
0.0,1,3,2016,Fairbanks,FAI,Alaska,14,30,4,2,2.2
0.02,1,3,2016,Gulkana,GKN,Alaska,27,34,19,14,8.23
1.22,1,3,2016,Homer,HOM,Alaska,39,42,35,9,11.26
0.7,1,3,2016,Juneau,JNU,Alaska,36,40,31,10,9.23
0.14,1,3,2016,Kenai,ENA,Alaska,34,37,30,6,11.2
0.17,1,3,2016,Ketchikan,KTN,Alaska,37,41,33,15,6.16
0.1,1,3,2016,Kotzebue,OTZ,Alaska,27,33,20,11,11.76
0.01,1,3,2016,Mc Grath,MCG,Alaska,30,39,20,15,3.7
0.08,1,3,2016,Nome,OME,Alaska,29,32,25,6,12.86
0.0,1,3,2016,Northway,ORT,Alaska,0,8,-9,20,0.36
0.4,1,3,2016,Palmer,PAQ,Alaska,37,42,32,8,10.5
0.37,1,3,2016,Sitka,SIT,Alaska,43,46,39,19,11.26
0.55,1,3,2016,Skagway,SGY,Alaska,38,42,33,14,5.2
0.04,1,3,2016,Talkeetna,TKA,Alaska,32,39,23,2,4.93
0.0,1,3,2016,Tanana,TAL,Alaska,21,29,13,8,3.83
0.05,1,3,2016,Utqiagvik (Barrow),BRW,Alaska,6,9,2,6,13.76
2.42,1,3,2016,Yakutat,YAK,Alaska,36,40,32,11,5.93
0.0,1,3,2016,Douglas Bisbee,DUG,Arizona,41,57,24,6,4.2
0.0,1,3,2016,Kingman,IGM,Arizona,40,54,25,4,4.2
0.0,1,3,2016,Phoenix,PHX,Arizona,58,69,45,13,5.8
0.0,1,3,2016,Tucson,TUS,Arizona,56,69,43,12,12.93
0.0,1,3,2016,Winslow,INW,Arizona,29,42,15,27,2.7
0.0,1,3,2016,Fort Smith,FSM,Arkansas,39,51,27,27,5.16
0.0,1,3,2016,Harrison,HRO,Arkansas,38,48,27,29,7.4
0.0,1,3,2016,Bakersfield,BFL,California,47,60,33,34,2.2
0.0,1,3,2016,Bishop,BIH,California,27,42,12,32,3.06
0.0,1,3,2016,China Lake,NID,California,35,49,21,21,1.56
0.0,1,3,2016,Concord,CCR,California,44,51,37,6,4.06
0.0,1,3,2016,Fresno,FAT,California,46,55,36,25,0.86
0.0,1,3,2016,Hayward,HWD,California,47,53,41,6,6.56
0.0,1,3,2016,Long Beach,LGB,California,54,65,43,24,2.13
0.0,1,3,2016,Los Angeles,LAX,California,55,63,45,15,2.76
0.0,1,3,2016,Red Bluff,RBL,California,44,50,36,33,7.73
0.0,1,3,2016,Redding,RDD,California,45,51,38,34,6.16
0.0,1,3,2016,Sacramento,SAC,California,44,52,34,34,3.63
0.0,1,3,2016,Salinas,SNS,California,49,57,41,8,6.46
0.0,1,3,2016,San Diego,SAN,California,55,64,45,24,1.83
0.04,1,3,2016,San Francisco,SFO,California,46,51,41,10,4.43
0.0,1,3,2016,Santa Barbara,SBA,California,51,62,39,12,4.9
0.0,1,3,2016,Santa Maria,SMX,California,51,63,37,21,3.86
0.0,1,3,2016,Stockton,SCK,California,42,51,33,26,1.86
0.0,1,3,2016,Alamosa,ALS,Colorado,14,33,-5,32,1.4
0.0,1,3,2016,Colorado Springs,COS,Colorado,28,45,9,15,3.13
0.0,1,3,2016,Denver,DEN,Colorado,27,40,12,20,7.2
0.0,1,3,2016,Grand Junction,GJT,Colorado,14,24,4,8,4.46
0.0,1,3,2016,Pueblo,PUB,Colorado,26,47,4,27,1.93
0.0,1,3,2016,Bridgeport,BDR,Connecticut,38,43,32,27,8.86
0.0,1,3,2016,Windsor Locks,BDL,Connecticut,34,40,27,24,6.2
0.0,1,3,2016,Newark,NWK,Delaware,37,46,27,28,6.43
0.0,1,3,2016,Wilmington,ILG,Delaware,37,46,27,28,6.43
0.75,1,3,2016,Daytona Beach,DAB,Florida,63,68,58,32,6.23
0.49,1,3,2016,Fort Lauderdale,FLL,Florida,76,82,70,28,5.16
0.62,1,3,2016,Gainesville,GNV,Florida,56,62,51,33,4.6
0.49,1,3,2016,Jacksonville,JAX,Florida,56,61,50,31,4.83
0.5,1,3,2016,Key West,EYW,Florida,79,82,74,17,4.53
1.13,1,3,2016,Miami,MIA,Florida,76,82,70,17,3.33
0.14,1,3,2016,Orlando,MCO,Florida,65,72,57,31,6.93
0.12,1,3,2016,Pensacola,PNS,Florida,48,52,44,35,9.33
0.46,1,3,2016,Tallahassee,TLH,Florida,53,57,48,34,6.16
0.18,1,3,2016,Tampa,TPA,Florida,66,71,59,8,5.73
0.97,1,3,2016,Vero Beach,VRB,Florida,69,74,62,28,6.9
0.24,1,3,2016,West Palm Beach,PBI,Florida,74,80,67,27,6.83
0.66,1,3,2016,Alma,AMG,Georgia,51,58,47,32,5.06
0.0,1,3,2016,Athens,AHN,Georgia,45,54,36,29,5.1
0.0,1,3,2016,Atlanta,ATL,Georgia,42,48,36,31,10.93
0.0,1,3,2016,Augusta,AGS,Georgia,48,56,41,31,3.06
0.01,1,3,2016,Macon,MCN,Georgia,47,53,40,31,5.46
0.41,1,3,2016,Savannah,SAV,Georgia,56,62,49,31,5.0
0.11,1,3,2016,Hilo,ITO,Hawaii,73,81,65,20,3.33
0.0,1,3,2016,Honolulu,HNL,Hawaii,73,81,64,24,5.13
0.04,1,3,2016,Kahului,OGG,Hawaii,71,80,60,3,8.4
0.04,1,3,2016,Kaunakakai,MKK,Hawaii,72,79,64,14,8.86
0.0,1,3,2016,Lihue,LIH,Hawaii,70,79,60,23,6.06
0.0,1,3,2016,Boise,BOI,Idaho,15,23,7,16,3.0
0.0,1,3,2016,Lewiston,LWS,Idaho,21,29,12,9,2.56
0.0,1,3,2016,Pocatello,PIH,Idaho,8,21,-4,2,2.66
0.0,1,3,2016,Chicago,ORD,Illinois,25,30,20,28,12.16
0.0,1,3,2016,Moline,MLI,Illinois,25,31,19,28,10.9
0.0,1,3,2016,Peoria,PIA,Illinois,29,35,22,28,8.2
0.0,1,3,2016,Quincy,UIN,Illinois,29,35,22,28,10.53
0.0,1,3,2016,Rockford,RFD,Illinois,24,30,18,28,9.73
0.0,1,3,2016,Springfield,SPI,Illinois,31,37,24,27,9.96
0.0,1,3,2016,Evansville,EVV,Indiana,35,43,27,27,6.06
0.0,1,3,2016,Fort Wayne,FWA,Indiana,29,31,25,26,13.2
0.0,1,3,2016,Indianapolis,IND,Indiana,29,34,24,26,10.73
0.03,1,3,2016,South Bend,SBN,Indiana,27,30,23,26,11.83
0.0,1,3,2016,Cedar Rapids,CID,Iowa,22,28,15,28,11.46
0.0,1,3,2016,Des Moines,DSM,Iowa,24,32,16,30,10.0
0.0,1,3,2016,Dubuque,DBQ,Iowa,21,27,14,28,11.86
0.0,1,3,2016,Sioux City,SUX,Iowa,21,31,11,30,8.63
0.0,1,3,2016,Waterloo,ALO,Iowa,22,29,13,28,11.06
0.0,1,3,2016,Concordia,CNK,Kansas,31,43,18,29,8.96
0.0,1,3,2016,Dodge City,DDC,Kansas,31,46,16,31,8.36
0.0,1,3,2016,Goodland,GLD,Kansas,30,46,13,28,8.1
0.0,1,3,2016,Medicine Lodge,P28,Kansas,34,49,19,32,4.9
0.0,1,3,2016,Topeka,TOP,Kansas,32,43,22,29,5.96
0.0,1,3,2016,Wichita,ICT,Kansas,33,45,21,29,5.96
0.0,1,3,2016,Covington,CVG,Kentucky,33,39,27,26,7.73
0.0,1,3,2016,Jackson,JKL,Kentucky,37,45,28,24,2.93
0.0,1,3,2016,Lexington,LEX,Kentucky,35,42,27,25,7.93
0.0,1,3,2016,Louisville,SDF,Kentucky,38,45,31,27,6.7
0.0,1,3,2016,Paducah,PAH,Kentucky,36,47,25,27,5.6
0.09,1,3,2016,Baton Rouge,BTR,Louisiana,47,53,40,23,3.43
0.08,1,3,2016,Lake Charles,LCH,Louisiana,47,52,43,12,8.33
0.59,1,3,2016,New Orleans,MSY,Louisiana,50,54,46,13,11.93
0.0,1,3,2016,Shreveport,SHV,Louisiana,46,53,39,21,5.36
0.22,1,3,2016,Slidell,ASD,Louisiana,47,53,42,23,6.66
0.0,1,3,2016,Bangor,BGR,Maine,29,35,22,24,4.6
0.1,1,3,2016,Caribou,CAR,Maine,23,29,17,25,5.66
0.01,1,3,2016,Portland,PWM,Maine,34,39,28,24,7.53
0.0,1,3,2016,Baltimore,BWI,Maryland,37,48,26,27,5.36
0.0,1,3,2016,Salisbury,SBY,Maryland,38,48,28,27,3.46
0.0,1,3,2016,Boston,BOS,Massachusetts,37,41,31,25,11.83
0.0,1,3,2016,Worcester,ORH,Massachusetts,31,35,26,25,11.56
0.01,1,3,2016,Alpena,APN,Michigan,27,32,21,26,8.96
0.0,1,3,2016,Detroit,DTW,Michigan,32,36,27,24,12.96
0.05,1,3,2016,Flint,FNT,Michigan,31,34,27,27,11.13
0.04,1,3,2016,Grand Rapids,GRR,Michigan,30,33,26,27,13.3
0.08,1,3,2016,Houghton Lake,HTL,Michigan,26,30,21,27,11.16
0.04,1,3,2016,Lansing,LAN,Michigan,29,32,25,26,12.5
0.0,1,3,2016,Muskegon,MKG,Michigan,31,35,27,28,13.23
0.04,1,3,2016,Sault Ste Marie,ANJ,Michigan,24,31,17,28,9.56
0.0,1,3,2016,Duluth,DLH,Minnesota,22,27,17,30,11.56
0.0,1,3,2016,International Falls,INL,Minnesota,21,25,15,29,7.76
0.0,1,3,2016,Minneapolis,MSP,Minnesota,23,30,16,28,9.36
0.0,1,3,2016,Rochester,RST,Minnesota,19,26,13,29,13.73
0.0,1,3,2016,St Cloud,STC,Minnesota,20,29,10,29,9.03
0.0,1,3,2016,Greenville,GLH,Mississippi,42,48,35,30,4.56
0.0,1,3,2016,Greenwood,GWO,Mississippi,40,48,32,23,2.36
0.38,1,3,2016,Gulfport,GPT,Mississippi,47,52,42,35,9.76
0.02,1,3,2016,Hattiesburg,HBG,Mississippi,46,51,40,34,5.76
0.0,1,3,2016,Jackson,JAN,Mississippi,44,50,38,33,5.43
0.01,1,3,2016,Meridian,MEI,Mississippi,43,49,36,34,5.56
0.0,1,3,2016,Tupelo,TUP,Mississippi,40,50,31,23,4.13
0.0,1,3,2016,Cape Girardeau,CGI,Missouri,37,46,27,29,5.96
0.0,1,3,2016,Columbia,COU,Missouri,33,41,24,28,9.26
0.0,1,3,2016,Kansas City,MCI,Missouri,29,38,20,28,8.13
0.0,1,3,2016,Rolla/Vichy,VIH,Missouri,33,41,24,27,8.63
0.0,1,3,2016,Springfield,SGF,Missouri,35,45,23,28,7.5
0.0,1,3,2016,St Joseph,STJ,Missouri,26,36,16,28,5.5
0.0,1,3,2016,St Louis,STL,Missouri,36,43,29,28,9.03
0.0,1,3,2016,Butte,BTM,Montana,0,13,-12,15,1.8
0.0,1,3,2016,Cut Bank,CTB,Montana,8,22,-6,21,4.83
0.0,1,3,2016,Dillon,DLN,Montana,7,16,-2,19,6.4
0.0,1,3,2016,Glasgow,GGW,Montana,8,18,-1,23,6.16
0.0,1,3,2016,Great Falls,GTF,Montana,17,27,7,22,11.0
0.0,1,3,2016,Havre,HVR,Montana,10,20,0,18,9.0
0.0,1,3,2016,Helena,HLN,Montana,3,12,-5,23,0.53
0.01,1,3,2016,Kalispell,GPI,Montana,6,16,-3,31,1.6
0.0,1,3,2016,Miles City,MLS,Montana,19,31,6,21,6.26
0.0,1,3,2016,Missoula,MSO,Montana,7,16,-2,12,2.33
0.0,1,3,2016,Grand Island,GRI,Nebraska,26,37,15,30,9.03
0.0,1,3,2016,Lincoln,LNK,Nebraska,26,36,16,18,5.7
0.0,1,3,2016,Norfolk,OFK,Nebraska,22,32,12,29,9.43
0.0,1,3,2016,North Platte,LBF,Nebraska,26,43,8,30,6.7
0.0,1,3,2016,Omaha,OMA,Nebraska,22,31,12,31,6.83
0.0,1,3,2016,Scottsbluff,BFF,Nebraska,18,31,5,21,6.36
0.0,1,3,2016,Sidney,SNY,Nebraska,21,33,8,28,10.86
0.0,1,3,2016,Valentine,VTN,Nebraska,20,34,7,26,7.8
0.0,1,3,2016,Ely,ELY,Nevada,7,22,-8,26,3.46
0.0,1,3,2016,Eureka,P68,Nevada,12,24,-7,12,3.4
0.0,1,3,2016,Las Vegas,LAS,Nevada,44,52,35,24,1.03
0.0,1,3,2016,Mercury,DRA,Nevada,39,47,30,9,7.96
0.0,1,3,2016,Reno,RNO,Nevada,22,29,15,18,2.96
0.0,1,3,2016,Winnemucca,WMC,Nevada,12,25,-1,8,6.6
0.0,1,3,2016,Concord,CON,New Hampshire,34,39,29,24,6.16
0.0,1,3,2016,Atlantic City,ACY,New Jersey,36,46,26,28,6.26
0.0,1,3,2016,Newark,EWR,New Jersey,37,44,30,25,10.1
0.0,1,3,2016,Albuquerque,ABQ,New Mexico,31,38,23,27,4.63
0.0,1,3,2016,Clayton,CAO,New Mexico,31,46,15,27,5.06
0.02,1,3,2016,Roswell,ROW,New Mexico,27,36,17,17,1.8
0.01,1,3,2016,Albany,ALB,New York,33,38,28,25,6.23
0.01,1,3,2016,Binghamton,BGM,New York,25,30,21,26,8.86
0.13,1,3,2016,Buffalo,BUF,New York,29,34,23,26,13.73
0.01,1,3,2016,Glens Falls,GFL,New York,33,37,29,21,7.3
0.0,1,3,2016,Islip,ISP,New York,37,44,30,27,8.63
0.0,1,3,2016,New York,LGA,New York,40,43,35,27,11.7
0.05,1,3,2016,Rochester,ROC,New York,28,34,22,26,11.23
0.19,1,3,2016,Syracuse,SYR,New York,29,34,23,24,11.5
0.0,1,3,2016,Asheville,AVL,North Carolina,39,46,30,34,10.16
0.16,1,3,2016,Cape Hatteras,HSE,North Carolina,50,56,44,21,4.43
0.0,1,3,2016,Charlotte,CLT,North Carolina,43,53,33,18,2.3
0.0,1,3,2016,Greensboro,GSO,North Carolina,41,51,31,30,4.2
0.0,1,3,2016,Hickory,HKY,North Carolina,43,53,32,31,2.36
0.0,1,3,2016,Raleigh/Durham,RDU,North Carolina,43,52,35,27,1.86
0.63,1,3,2016,Wilmington,ILM,North Carolina,48,56,40,32,5.03
0.0,1,3,2016,Bismarck,BIS,North Dakota,21,30,12,25,7.9
0.0,1,3,2016,Dickinson,DIK,North Dakota,20,30,9,25,10.76
0.0,1,3,2016,Fargo,FAR,North Dakota,20,28,12,27,7.8
0.0,1,3,2016,Grand Forks,GFK,North Dakota,19,28,10,28,9.46
0.0,1,3,2016,Williston,ISN,North Dakota,21,26,9,24,8.1
0.05,1,3,2016,Akron,CAK,Ohio,29,32,25,26,11.4
0.02,1,3,2016,Cleveland,CLE,Ohio,29,32,26,25,12.43
0.0,1,3,2016,Columbus,CMH,Ohio,31,35,26,26,8.53
0.0,1,3,2016,Dayton,DAY,Ohio,30,35,24,26,11.93
0.0,1,3,2016,Mansfield,MFD,Ohio,27,31,23,24,11.46
0.0,1,3,2016,Toledo,TOL,Ohio,29,31,25,26,12.7
0.03,1,3,2016,Youngstown/Warren,YNG,Ohio,28,32,24,25,11.23
0.0,1,3,2016,Gage,GAG,Oklahoma,33,47,18,28,5.46
0.0,1,3,2016,Oklahoma City,OKC,Oklahoma,35,46,24,30,7.16
0.0,1,3,2016,Ponca City,PNC,Oklahoma,33,47,20,28,3.96
0.0,1,3,2016,Tulsa,TUL,Oklahoma,36,48,24,29,5.1
0.21,1,3,2016,Astoria,AST,Oregon,36,42,30,9,9.46
0.06,1,3,2016,Burns,BNO,Oregon,7,21,-6,11,3.5
0.06,1,3,2016,Eugene,EUG,Oregon,30,36,23,1,7.86
0.01,1,3,2016,Medford,MFR,Oregon,34,43,24,9,3.4
0.01,1,3,2016,Pendleton,PDT,Oregon,19,20,17,12,4.0
0.0,1,3,2016,Redmond,RDM,Oregon,15,24,6,32,2.8
0.29,1,3,2016,Salem,SLE,Oregon,32,38,25,34,7.13
0.0,1,3,2016,Allentown,ABE,Pennsylvania,34,41,25,27,8.3
0.31,1,3,2016,Erie,ERI,Pennsylvania,29,33,26,24,13.96
0.0,1,3,2016,Harrisburg,MDT,Pennsylvania,36,43,29,30,8.8
0.0,1,3,2016,Philadelphia,PHL,Pennsylvania,39,45,31,27,8.3
0.01,1,3,2016,Pittsburgh,PIT,Pennsylvania,31,35,27,25,9.53
0.0,1,3,2016,Wilkes-Barre/Scranton,AVP,Pennsylvania,32,35,28,25,9.13
0.01,1,3,2016,Williamsport,IPT,Pennsylvania,31,35,25,26,7.83
0.05,1,3,2016,San Juan,SJU,Puerto Rico,77,83,71,10,5.9
0.0,1,3,2016,Providence,PVD,Rhode Island,36,43,28,26,7.36
0.0,1,3,2016,Anderson,AND,South Carolina,45,54,35,30,1.13
0.55,1,3,2016,Charleston,CHS,South Carolina,53,61,45,22,3.86
0.0,1,3,2016,Columbia,CAE,South Carolina,49,57,40,21,2.3
0.0,1,3,2016,Greer,GSP,South Carolina,45,55,35,19,2.53
0.0,1,3,2016,Aberdeen,ABR,South Dakota,18,29,7,26,6.16
0.0,1,3,2016,Huron,HON,South Dakota,18,26,9,29,8.4
0.0,1,3,2016,Pierre,PIR,South Dakota,22,29,15,27,10.5
0.0,1,3,2016,Rapid City,RAP,South Dakota,24,37,11,26,3.26
0.0,1,3,2016,Sioux Falls,FSD,South Dakota,18,26,9,30,7.2
0.0,1,3,2016,Bristol/Jhnsn Cty/Kngsprt,TRI,Tennessee,34,44,24,23,3.93
0.0,1,3,2016,Chattanooga,CHA,Tennessee,40,48,31,35,3.6
0.0,1,3,2016,Clarksville,CKV,Tennessee,37,47,27,28,5.66
0.0,1,3,2016,Crossville,CSV,Tennessee,34,44,24,29,4.23
0.0,1,3,2016,Knoxville,TYS,Tennessee,36,45,27,26,2.5
0.0,1,3,2016,Memphis,MEM,Tennessee,40,51,29,30,3.53
0.0,1,3,2016,Nashville,BNA,Tennessee,39,50,28,29,3.73
0.0,1,3,2016,Oak Ridge,OQT,Tennessee,37,47,27,18,0.5
0.0,1,3,2016,Abilene,ABI,Texas,41,47,34,20,5.76
0.0,1,3,2016,Amarillo,AMA,Texas,34,45,22,29,4.73
0.22,1,3,2016,Austin/Bergstrom,AUS,Texas,46,53,40,22,8.0
0.2,1,3,2016,Austin/City,ATT,Texas,47,52,42,22,4.1
0.02,1,3,2016,Beaumont/Port Arthur,BPT,Texas,48,53,43,11,9.56
1.54,1,3,2016,Brownsville,BRO,Texas,47,50,42,32,13.2
0.0,1,3,2016,Childress,CDS,Texas,38,47,29,30,4.63
0.01,1,3,2016,College Station,CLL,Texas,48,53,43,33,7.73
1.81,1,3,2016,Corpus Christi,CRP,Texas,47,51,42,35,13.03
0.0,1,3,2016,Dalhart,DHT,Texas,35,50,19,29,4.23
0.0,1,3,2016,Dallas,DAL,Texas,44,51,36,33,4.9
0.0,1,3,2016,Dallas-Fort Worth,DFW,Texas,46,53,38,32,6.73
0.57,1,3,2016,Del Rio,DRT,Texas,47,51,42,22,3.16
0.0,1,3,2016,El Paso,ELP,Texas,37,44,31,4,5.0
0.0,1,3,2016,Fort Worth,FTW,Texas,44,52,36,31,5.93
0.23,1,3,2016,Galveston,GLS,Texas,49,52,44,12,13.9
0.09,1,3,2016,Houston,HOU,Texas,50,54,45,11,9.56
0.0,1,3,2016,Lubbock,LBB,Texas,34,43,25,21,5.1
0.04,1,3,2016,Midland,MAF,Texas,37,43,31,21,6.4
0.0,1,3,2016,San Angelo,SJT,Texas,42,48,35,19,4.93
1.04,1,3,2016,San Antonio,SAT,Texas,47,52,41,22,6.2
1.29,1,3,2016,Victoria,VCT,Texas,47,52,42,22,8.46
0.0,1,3,2016,Waco,ACT,Texas,45,51,39,33,6.26
0.0,1,3,2016,Wichita Falls,SPS,Texas,40,48,31,31,8.06
0.0,1,3,2016,Salt Lake City,SLC,Utah,15,24,7,32,1.6
0.0,1,3,2016,Blacksburg,BCB,Virginia,41,49,33,28,9.33
0.03,1,3,2016,Burlington,BTV,Vermont,31,35,26,23,6.5
0.0,1,3,2016,Lynchburg,LYH,Virginia,39,49,29,25,3.6
0.0,1,3,2016,Norfolk,ORF,Virginia,45,51,39,16,4.7
0.0,1,3,2016,Richmond,RIC,Virginia,41,51,30,27,3.6
0.0,1,3,2016,Roanoke,ROA,Virginia,41,49,33,28,9.33
0.0,1,3,2016,Wallops Island,WAL,Virginia,41,49,33,28,4.26
0.0,1,3,2016,Washington,DCA,Virginia,41,49,33,29,4.83
0.07,1,3,2016,Deer Park,DEW,Washington,10,22,-2,24,6.2
0.07,1,3,2016,Ephrata,EPH,Washington,12,20,3,34,7.2
0.02,1,3,2016,Olympia,OLM,Washington,26,37,14,11,0.5
0.0,1,3,2016,Quillayute,UIL,Washington,34,46,22,6,2.53
0.02,1,3,2016,Seattle,SEA,Washington,35,42,28,6,4.96
0.09,1,3,2016,Spokane,GEG,Washington,12,20,3,2,5.2
0.26,1,3,2016,Yakima,YKM,Washington,16,24,8,30,3.2
0.0,1,3,2016,Beckley,BKW,West Virginia,33,40,26,27,7.6
0.0,1,3,2016,Charleston,CRW,West Virginia,37,43,31,24,7.23
0.0,1,3,2016,Elkins,EKN,West Virginia,32,38,27,24,5.26
0.0,1,3,2016,Huntington,HTS,West Virginia,36,43,28,24,6.23
0.0,1,3,2016,Green Bay,GRB,Wisconsin,23,28,17,27,9.4
0.0,1,3,2016,La Crosse,LSE,Wisconsin,25,32,17,27,8.16
0.0,1,3,2016,Madison,MSN,Wisconsin,24,29,18,28,5.6
0.0,1,3,2016,Milwaukee,MKE,Wisconsin,26,30,21,28,10.96
0.0,1,3,2016,Cheyenne,CYS,Wyoming,23,38,7,27,8.33
0.0,1,3,2016,Lander,LND,Wyoming,11,21,0,27,0.43
0.0,1,3,2016,Rawlins,RWL,Wyoming,3,19,-13,16,1.9
0.0,1,3,2016,Sheridan,SHR,Wyoming,22,36,7,21,0.8
0.52,1,10,2016,Birmingham,BHM,Alabama,44,52,36,12,6.55
0.43,1,10,2016,Huntsville,HSV,Alabama,43,50,34,13,8.34
0.13,1,10,2016,Mobile,MOB,Alabama,49,57,39,14,6.58
0.11,1,10,2016,Montgomery,MGM,Alabama,47,55,38,15,7.55
0.0,1,10,2016,Anchorage,ANC,Alaska,28,33,22,12,4.02
0.48,1,10,2016,Annette,ANN,Alaska,36,43,27,24,5.42
0.0,1,10,2016,Bettles,BTT,Alaska,6,19,-2,29,3.98
2.35,1,10,2016,Cold Bay,CDB,Alaska,32,35,29,22,14.3
0.81,1,10,2016,Cordova,CDV,Alaska,35,42,29,12,5.88
0.0,1,10,2016,Fairbanks,FAI,Alaska,2,12,-7,7,1.58
0.0,1,10,2016,Gulkana,GKN,Alaska,0,7,-6,33,1.35
1.75,1,10,2016,Homer,HOM,Alaska,37,42,31,7,9.45
0.0,1,10,2016,Iliamna,ILI,Alaska,37,41,33,11,14.15
0.33,1,10,2016,Juneau,JNU,Alaska,27,31,22,13,1.81
0.03,1,10,2016,Kenai,ENA,Alaska,30,35,25,3,13.51
1.33,1,10,2016,Ketchikan,KTN,Alaska,34,39,28,23,5.17
0.04,1,10,2016,King Salmon,AKN,Alaska,35,41,29,8,14.55
0.0,1,10,2016,Mc Grath,MCG,Alaska,14,24,4,21,1.72
0.0,1,10,2016,Palmer,PAQ,Alaska,27,36,21,21,8.87
0.13,1,10,2016,Sitka,SIT,Alaska,39,43,33,16,6.31
0.0,1,10,2016,Talkeetna,TKA,Alaska,24,32,16,6,5.15
0.0,1,10,2016,Tanana,TAL,Alaska,9,16,1,9,4.65
0.05,1,10,2016,Utqiagvik (Barrow),BRW,Alaska,8,16,0,10,12.25
1.26,1,10,2016,Yakutat,YAK,Alaska,33,39,25,7,2.42
1.16,1,10,2016,Douglas Bisbee,DUG,Arizona,41,52,30,25,4.5
0.61,1,10,2016,Kingman,IGM,Arizona,42,49,34,18,5.17
1.13,1,10,2016,Phoenix,PHX,Arizona,52,57,47,14,3.64
1.53,1,10,2016,Tucson,TUS,Arizona,48,56,41,17,4.98
0.12,1,10,2016,Winslow,INW,Arizona,35,45,25,19,3.81
0.37,1,10,2016,Fort Smith,FSM,Arkansas,38,44,30,17,7.5
0.79,1,10,2016,Harrison,HRO,Arkansas,34,42,26,19,7.78
0.69,1,10,2016,Bakersfield,BFL,California,51,58,43,13,1.75
0.16,1,10,2016,Bishop,BIH,California,36,48,24,24,5.4
0.0,1,10,2016,China Lake,NID,California,43,52,34,19,3.8
1.83,1,10,2016,Concord,CCR,California,49,54,44,18,2.94
1.28,1,10,2016,Fresno,FAT,California,47,54,41,17,3.42
1.15,1,10,2016,Hayward,HWD,California,51,56,46,11,5.81
1.96,1,10,2016,Long Beach,LGB,California,55,62,48,23,1.58
2.73,1,10,2016,Los Angeles,LAX,California,55,60,49,23,3.04
2.27,1,10,2016,Sacramento,SAC,California,48,53,41,19,4.04
1.09,1,10,2016,Salinas,SNS,California,51,56,45,12,8.04
2.98,1,10,2016,San Diego,SAN,California,57,61,53,19,3.62
2.17,1,10,2016,San Francisco,SFO,California,51,54,47,10,4.45
1.89,1,10,2016,Sandberg,SDB,California,39,43,34,19,9.58
1.59,1,10,2016,Santa Maria,SMX,California,53,60,45,23,3.6
1.43,1,10,2016,Stockton,SCK,California,47,53,40,14,5.4
0.55,1,10,2016,Alamosa,ALS,Colorado,14,27,1,23,0.92
0.18,1,10,2016,Colorado Springs,COS,Colorado,29,39,18,19,2.92
0.34,1,10,2016,Craig,CAG,Colorado,15,26,5,18,0.8
0.38,1,10,2016,Denver,DEN,Colorado,27,37,16,18,4.31
0.31,1,10,2016,Grand Junction,GJT,Colorado,26,33,18,13,1.48
0.41,1,10,2016,Pueblo,PUB,Colorado,28,42,14,12,2.14
1.23,1,10,2016,Bridgeport,BDR,Connecticut,33,43,23,21,7.78
1.46,1,10,2016,Windsor Locks,BDL,Connecticut,29,41,17,21,5.05
0.68,1,10,2016,Newark,NWK,Delaware,35,45,25,22,6.18
0.68,1,10,2016,Wilmington,ILG,Delaware,35,45,25,22,6.18
0.05,1,10,2016,Daytona Beach,DAB,Florida,63,70,56,15,8.45
0.94,1,10,2016,Fort Lauderdale,FLL,Florida,70,77,62,20,6.9
0.16,1,10,2016,Gainesville,GNV,Florida,56,64,47,12,7.41
0.21,1,10,2016,Jacksonville,JAX,Florida,53,59,46,15,8.52
0.46,1,10,2016,Key West,EYW,Florida,72,76,68,16,8.34
0.84,1,10,2016,Miami,MIA,Florida,70,77,63,19,5.75
0.55,1,10,2016,Orlando,MCO,Florida,63,70,54,17,7.37
0.69,1,10,2016,Pensacola,PNS,Florida,51,58,42,13,6.24
0.92,1,10,2016,Tallahassee,TLH,Florida,54,62,45,13,7.4
1.19,1,10,2016,Tampa,TPA,Florida,63,71,55,14,6.28
1.59,1,10,2016,Vero Beach,VRB,Florida,65,73,57,19,6.87
0.99,1,10,2016,West Palm Beach,PBI,Florida,68,75,60,21,7.2
0.69,1,10,2016,Alma,AMG,Georgia,49,58,40,12,4.17
0.47,1,10,2016,Athens,AHN,Georgia,42,50,33,14,6.84
0.64,1,10,2016,Atlanta,ATL,Georgia,43,50,35,15,10.48
0.16,1,10,2016,Augusta,AGS,Georgia,45,54,36,7,7.4
0.26,1,10,2016,Macon,MCN,Georgia,46,53,37,13,7.84
